Model,RMSE,nRMSE,MAE,MAPE,sMAPE_pct,R2,DM_pvalue,Time_sec
rbf,0.0510521520644798,0.010210430412896,0.0451134859455636,0.365045527581824,0.365082015267278,0.780665741210198,1,0.0122240942105263
rbf_arima,0.0510521520644798,0.010210430412896,0.0451134859455636,0.365045527581824,0.365082015267278,0.780665741210198,NaN,0.0837702821052631
arima,0.147949614826917,0.0295899229653833,0.111362165239296,0.900187828730059,0.900612491845739,-2.61809669379495,0,0.289548075789474
