Model,RMSE,nRMSE,MAE,MAPE,sMAPE_pct,R2,DM_pvalue,Time_sec
arima,0.0427687370983223,0.0374864060504337,0.0321813220171781,0.268463921900695,0.268499982073119,-9.55070301932865,1,0.228359780357143
rbf,0.556786682999883,0.488018424168679,0.335402781728676,2.77663618262922,3.10328313029188,-465.741487639959,1.23772227222929e-06,0.00594494107142858
rbf_arima,0.556786682999883,0.488018424168679,0.335402781728676,2.77663618262922,3.10328313029188,-465.741487639959,1.23772227222929e-06,0.0795324125
