Model,RMSE,nRMSE,MAE,MAPE,sMAPE_pct,R2,DM_pvalue,Time_sec
rbf,0.00246835208837322,0.000656669067617625,0.00203295541040621,0.0222631278064064,0.0222633849466184,0.999338693522154,1,0.00636902333333333
rbf_arima,0.00246835208837322,0.000656669067617625,0.00203295541040621,0.0222631278064064,0.0222633849466184,0.999338693522154,NaN,0.07225013
arima,0.0923363975801112,0.0245647516785433,0.0725054295421829,0.776764540703257,0.781402275985673,-0.595995195527322,0.00937929827865958,0.274417066666667
