Model,Segment,RMSE,nRMSE,MAE,MAPE,sMAPE_pct,R2,Time_sec
rbf_arima,8,0.0022205210483793,0.000590737234502694,0.00180505269755476,0.0210650973684121,0.0210671895898797,0.999815913374918,0.060328
arima,8,0.0349032366379343,0.00928549697906958,0.0267883500532962,0.306894181656277,0.307686916456009,0.954517550003642,0.262065
rbf,9,0.00254535523583321,0.000677154631765607,0.00183234507385706,0.0198105749013999,0.0198112332488384,0.999733735042317,0.0013999
rbf_arima,9,0.00254535523583321,0.000677154631765607,0.00183234507385706,0.0198105749013999,0.0198112332488384,0.999733735042317,0.071066
arima,9,0.0206203706634154,0.00548574882864418,0.0159285161426124,0.171884013445544,0.172121232930717,0.982525283234563,0.2544813
rbf,10,0.00230555125348326,0.000613358280247328,0.00167287751901994,0.0181911702916654,0.0181904756194402,0.999811723413544,0.0012094
rbf_arima,10,0.00230555125348326,0.000613358280247328,0.00167287751901994,0.0181911702916654,0.0181904756194402,0.999811723413544,0.1213777
arima,10,0.189404053136128,0.050388185527402,0.156025487148414,1.73706352923794,1.71492586357965,-0.270648096223711,0.2613648
rbf,11,0.00182775858316943,0.000486248509802749,0.00163857308047657,0.0191844931949814,0.0191845862253543,0.999858509615373,0.0009624
rbf_arima,11,0.00182775858316943,0.000486248509802749,0.00163857308047657,0.0191844931949814,0.0191845862253543,0.999858509615373,0.0666426
arima,11,0.0173539781006887,0.00461677273372552,0.014730299587343,0.174603269456935,0.174390656302434,0.987244797633745,0.2739631
rbf,12,0.0015937371579746,0.000423990523266267,0.00128840799443205,0.0153771190498781,0.0153765916251315,0.99978585068979,0.0010029
rbf_arima,12,0.0015937371579746,0.000423990523266267,0.00128840799443205,0.0153771190498781,0.0153765916251315,0.99978585068979,0.0667346
arima,12,0.403856931238228,0.107440245553423,0.332316068327677,3.92409628663715,4.04082837568485,-12.7511292775629,0.3159959
rbf,13,0.00156592209031808,0.000416590730250609,0.00139137222488526,0.0160733932286253,0.0160734352638437,0.999316278863502,0.0010289
rbf_arima,13,0.00156592209031808,0.000416590730250609,0.00139137222488526,0.0160733932286253,0.0160734352638437,0.999316278863502,0.0676829
arima,13,0.019637460365826,0.00522425988154055,0.0150759809260439,0.173104009240247,0.17335762722137,0.892475025688916,0.262849
rbf,14,0.00168601852113781,0.000448540633840973,0.00139511020296143,0.0156945864489343,0.0156951934020364,0.999278119126771,0.0010306
rbf_arima,14,0.00168601852113781,0.000448540633840973,0.00139511020296143,0.0156945864489343,0.0156951934020364,0.999278119126771,0.0749994
arima,14,0.0207991867149222,0.00553332023078375,0.0145922333997415,0.163413960780453,0.16368441940341,0.890141526526392,0.2647771
rbf,15,0.00147607647279946,0.000392688614274779,0.00124627602320508,0.0135636360595417,0.013563036541455,0.999891500685634,0.0011373
rbf_arima,15,0.00147607647279946,0.000392688614274779,0.00124627602320508,0.0135636360595417,0.013563036541455,0.999891500685634,0.073651
arima,15,0.0811867187395738,0.0215985422617672,0.0659032111832252,0.706348847809518,0.710121912263853,0.671769256821881,0.2629229
rbf,16,0.00334450060936071,0.000889755601374887,0.00273845699926868,0.0280556272439472,0.0280561568150936,0.999016719037307,0.0013855
rbf_arima,16,0.00334450060936071,0.000889755601374887,0.00273845699926868,0.0280556272439472,0.0280561568150936,0.999016719037307,0.0728272
arima,16,0.133490929819757,0.0355133146657056,0.0830623362842715,0.847316642281557,0.838160323223418,-0.566457398453341,0.2789985
rbf,17,0.00234631262978635,0.000624202249832479,0.00206861777429523,0.0217258474523127,0.0217252371735281,0.999581135618848,0.0012686
rbf_arima,17,0.00234631262978635,0.000624202249832479,0.00206861777429523,0.0217258474523127,0.0217252371735281,0.999581135618848,0.0742199
arima,17,0.0117581457894777,0.00312808317292252,0.010338127743879,0.108770875260697,0.108847173799488,0.989480881302808,0.2665278
rbf,18,0.00443843201832806,0.00118078009571178,0.00399909119111577,0.0436844328921141,0.0436889794570489,0.998418406588994,0.0013266
rbf_arima,18,0.00443843201832806,0.00118078009571178,0.00399909119111577,0.0436844328921141,0.0436889794570489,0.998418406588994,0.0747481
arima,18,0.0575231948664476,0.0153032069117141,0.0474196758717718,0.521760121453436,0.519754930265342,0.734342733115339,0.2539566
rbf,19,0.00210045263665966,0.000558794784985198,0.00183015140123578,0.0210354290110643,0.0210338397326203,0.999842698798381,0.0013536
rbf_arima,19,0.00210045263665966,0.000558794784985198,0.00183015140123578,0.0210354290110643,0.0210338397326203,0.999842698798381,0.0756696
arima,19,0.112637972263308,0.029965689486881,0.0923214083709532,1.07534218100267,1.06672496312632,0.547648639005762,0.2597761
rbf,20,0.00361116706531257,0.000960698322155946,0.00266035032021167,0.0328740923255843,0.0328746371380804,0.999215656112227,0.0011833
rbf_arima,20,0.00361116706531257,0.000960698322155946,0.00266035032021167,0.0328740923255843,0.0328746371380804,0.999215656112227,0.0750279
arima,20,0.0463899491887235,0.0123413692981963,0.028129333919597,0.348317240886965,0.349576679549971,0.870562788446001,0.2757466
rbf,21,0.00127927507087787,0.000340332472007057,0.00109386799418469,0.0132095280960334,0.013209463648224,0.999886501976612,0.0012282
rbf_arima,21,0.00127927507087787,0.000340332472007057,0.00109386799418469,0.0132095280960334,0.013209463648224,0.999886501976612,0.0752082
arima,21,0.0468724078139454,0.0124697203778826,0.0389814517923274,0.465489712083752,0.467048125872915,0.847631584399909,0.2782021
rbf,22,0.00157302111987358,0.000418479323511333,0.00130037999655859,0.0148382612279822,0.0148381982572454,0.999826528918782,0.0012554
rbf_arima,22,0.00157302111987358,0.000418479323511333,0.00130037999655859,0.0148382612279822,0.0148381982572454,0.999826528918782,0.0733708
arima,22,0.0183571108178407,0.00488364156057228,0.0140347784574413,0.159332621689177,0.15954840342512,0.976375281768718,0.2612177
rbf,23,0.00139663981419623,0.000371555649984412,0.00108929060999993,0.0119411273634396,0.0119416321433252,0.999932060022057,0.0012451
rbf_arima,23,0.00139663981419623,0.000371555649984412,0.00108929060999993,0.0119411273634396,0.0119416321433252,0.999932060022057,0.072837
arima,23,0.0882215721892499,0.0234700624056661,0.0741834497904867,0.796113703503813,0.800581048726861,0.728914585828745,0.261299
rbf,24,0.000761426622136394,0.000202566445999636,0.00061161296113396,0.00627213832913712,0.00627220838839644,0.999978400356429,0.0011891
rbf_arima,24,0.000761426622136394,0.000202566445999636,0.00061161296113396,0.00627213832913712,0.00627220838839644,0.999978400356429,0.0896752
arima,24,0.0479179091950639,0.0127478607697521,0.0355162302642845,0.357691447841416,0.358849834747641,0.914456662446083,0.2233279
rbf,25,0.00124809564306572,0.00033203764004743,0.00105934349278698,0.0101808028687048,0.0101807412740972,0.999941752264758,0.0012286
rbf_arima,25,0.00124809564306572,0.00033203764004743,0.00105934349278698,0.0101808028687048,0.0101807412740972,0.999941752264758,0.0989695
arima,25,0.008304375651139,0.00220925800726181,0.00593312682443627,0.0564794805038867,0.0565104757166717,0.997421321005628,0.3237342
rbf,26,0.000730008740127023,0.000194208176779133,0.000627609089551662,0.0057284070781768,0.00572838959985188,0.99997996386459,0.0012936
rbf_arima,26,0.000730008740127023,0.000194208176779133,0.000627609089551662,0.0057284070781768,0.00572838959985188,0.99997996386459,0.0855301
arima,26,0.00663429815966855,0.00176495825183435,0.00507095626715556,0.0458880338941726,0.045905873734159,0.99834519124462,0.2709169
rbf,27,0.00257864805427804,0.000686011700475337,0.00205514601985512,0.0177663245420066,0.0177663524997416,0.999753519057371,0.0011883
rbf_arima,27,0.00257864805427804,0.000686011700475337,0.00205514601985512,0.0177663245420066,0.0177663524997416,0.999753519057371,0.0842064
arima,27,0.00763283543174522,0.00203060452755192,0.00557172703391278,0.0479111099645421,0.0479324818591027,0.997840411527871,0.2976065
rbf,28,0.00196975175506333,0.000524023721951306,0.00173856572395383,0.0150341669954862,0.0150340628903816,0.999836328445435,0.0012237
rbf_arima,28,0.00196975175506333,0.000524023721951306,0.00173856572395383,0.0150341669954862,0.0150340628903816,0.999836328445435,0.0787367
arima,28,0.381090189192567,0.10138348592734,0.315431933066532,2.75696669307329,2.70230727888713,-5.12640568493344,0.302146
rbf,29,0.00457421479127171,0.00121690312180981,0.00387348336346331,0.0351424890586637,0.0351430128481055,0.998503021403371,0.0012306
rbf_arima,29,0.00457421479127171,0.00121690312180981,0.00387348336346331,0.0351424890586637,0.0351430128481055,0.998503021403371,0.0801019
arima,29,0.0291791038801562,0.00776267495595743,0.0258306616908518,0.234821754022584,0.235175936111476,0.939084700554686,0.3261274
rbf,30,0.00234153169600744,0.000622930352139388,0.00164344452968089,0.0149767207704367,0.0149765218787797,0.999570361832069,0.0011906
rbf_arima,30,0.00234153169600744,0.000622930352139388,0.00164344452968089,0.0149767207704367,0.0149765218787797,0.999570361832069,0.0963196
arima,30,0.31669910236655,0.0842531765407269,0.269022022653279,2.42226756409166,2.46347099907401,-6.85952751959829,0.3000987
