Model,RMSE,nRMSE,MAE,MAPE,sMAPE_pct,R2,DM_pvalue,Time_sec
rbf,0.135998270819221,0.0104765192100321,0.11860218003943,0.696839073202194,0.6972424183737,0.690526828323047,1,0.0114949326315789
rbf_arima,0.135998270819221,0.0104765192100321,0.11860218003943,0.696839073202194,0.6972424183737,0.690526828323047,NaN,0.0912407857894737
arima,0.394404237094608,0.0303826184079373,0.296636524476769,1.74156610268038,1.74443662512639,-2.64665526429863,0,0.321345965789474
