x_raw,speed
-88.8247458837382,9.039862229591275
-92.14993921188822,9.177274942654876
-94.80567683033456,9.288651401245659
-97.3763897273082,9.393975575167424
-100.17412788344333,9.511418687328245
-103.04786756398333,9.630608721284174
-105.79602541347528,9.74487721246662
-108.54418326296721,9.859145703649064
-111.2811904400347,9.972987593810704
-114.02934828952664,10.087256084993149
-116.74405412174521,10.200244773113177
-119.49221197123715,10.314513264295622
-122.2403698207291,10.428781755478067
-124.98852767022103,10.543050246660513
-127.73668551971298,10.657318737842958
-130.3175832828381,10.765188213713317
-131.4373390757362,10.817766158461023
-127.62110484900782,10.684242563215228
-123.93492082696534,10.55295546799567
-120.7063182569488,10.438565812026251
-117.47771568693227,10.324176156056831
-114.24911311691571,10.20978650008741
-111.05396256417256,10.09667664718041
-107.82535999415602,9.982286991210989
-104.60790809656393,9.868323936262374
-101.37930552654738,9.753934280292956
-98.15070295653086,9.639544624323536
-94.92210038651432,9.525154968354116
-91.69349781649777,9.410765312384695
-88.84173529408568,9.31003193761385
-85.66660327136437,9.196927133239639
-82.57180877044132,9.087656689519887
-79.34320620042479,8.973267033550467
-76.12575430283269,8.859303978601854
-72.89715173281616,8.744914322632432
-69.70200118007298,8.63180446972543
-66.57571136029972,8.52198121166511
-65.50005403096733,8.488654404276417
-68.80744169291876,8.623331284133762
-71.72492631912394,8.744194906709774
-74.4396321513425,8.857183594829802
-77.17663932840998,8.971025484991442
-79.90249583305301,9.084440774132275
-82.50569494102703,9.193163452044246
-85.37443490098156,9.311353505811171
-88.03082273483994,9.422685675000656
-90.92857924829414,9.542794541924472
-93.65443575293719,9.656209831065308
-96.3579909127313,9.76877191816453
-98.61894339778775,9.865542194694754
-96.82438754201247,9.8110565356188
-93.86433764959911,9.711072797848846
-91.61364319783603,9.639379284874643
-88.92655064496778,9.547798900053156
-86.79246998395337,9.480513948219834
-84.22233657074352,9.392438128648259
-82.37097123741499,9.335825252250512
-79.4030159488936,9.233827532543842
-77.20859873598874,9.164069388638616
-74.6451908464617,9.076758085215967
-72.57048971112175,9.010971369630466
-69.92821307790771,8.921309337117036
-67.98841940023044,8.860112374914948
-65.19008998075273,8.764858105962926
-63.04351323269293,8.697083891907688
-60.45156137777067,8.6087059176486
-58.208116326426335,8.537579284788269
-55.707681514485586,8.452039559603104
-53.55328129292266,8.383841364248909
-51.01349175679857,8.297129321668505
-48.91517226805567,8.23074334524076
-46.35601768901134,8.14382663273696
-44.29378925182536,8.078285227763821
-41.945086850672766,7.99886816619884
-42.57070933172025,8.038498852720346
-44.82111320540557,8.141260054828749
-47.14851065345562,8.246825572658537
-49.39627549285731,8.34910177905019
-50.631155393495135,8.41323581535558
-47.04844434351739,8.290662487732599
-43.17595629141621,8.152590164442472
-40.00028492233466,8.040877673290012
-39.08883974528683,8.014675607802054
-42.27231282218392,8.143886493911479
-45.0093199992514,8.257728384073118
-47.75747784874335,8.371996875255565
-50.472183680961905,8.484985563375592
-53.22034153045385,8.599254054558038
-55.9684993799458,8.713522545740481
-58.71665722943774,8.827791036922926
-61.46481507892966,8.942059528105371
-64.20182225599717,9.055901418267013
-66.96113077791355,9.170596510470263
-69.67583661013214,9.283585198590291
-71.79112278436907,9.374983984717577
-70.25174563641886,9.327138530365314
-67.03167853612655,9.209814775320844
-63.78927439185239,9.095014149364836
-60.34495257456925,8.973659071539092
-56.97688892951177,8.854050980233234
-53.759437031919674,8.74008792528462
-50.519683789478705,8.625271668294396
-47.31338256431107,8.511735214366587
-44.42505737585029,8.41068991239118
-41.53235470181454,8.315273844680451
-39.32761339613964,8.247395930650555
-40.437406332899684,8.306279763310837
-42.65822559538307,8.407015462009474
-44.6019812262827,8.499300907582102
-45.26853122830235,8.541539686653422
-45.91075249048686,8.582847699861166
-46.57730249250653,8.625086478932484
-47.23168812460861,8.666859875072017
-47.873909386793116,8.70816788827976
-48.52829501889519,8.749941284419293
-49.1826806509973,8.791714680558824
-49.824901913181776,8.83302269376657
-50.47928754528388,8.8747960899061
-51.15800191722113,8.917500251909207
-52.047501512769685,8.969688801792916
-53.80878095241215,9.052008999485459
-56.02107805829036,9.152804152354927
-57.954811681193604,9.242657752963453
-60.373986281414574,9.34901907432261
-62.65783889829734,9.45045836204698
-66.05151686990283,9.590765700500757
-68.79967471939474,9.705034191683202
-71.35827113767093,9.81205046551195
-72.15655392257767,9.853147415627232
-69.80112802390929,9.77733086408886
-67.08949521165019,9.684684818137491
-64.84254691755203,9.61355730178392
-62.16967805706773,9.522616187427044
-59.99292631890145,9.45341342419989
-57.48105234694822,9.367870814138847
-55.551912689568525,9.308580096087876
-52.79566271499016,9.213398692687942
-50.73343427780421,9.147857287714801
-48.09115764459014,9.058195255201369
-46.18993914746156,8.998385335312395
